ListingID,ListingTypeID,UserID,Title,IsActive,PricePerNight,MinNight,MaxGuests
572,2,1391,Charming Lodge,1,6600,6,12
573,3,1394,City Loft Inn,1,51800,2,23
574,2,1397,Deluxe GuestHouse,1,29900,1,14
575,1,1399,Beach House Lodge,1,13300,6,80
576,4,1503,Exalted House,0,6600,1,2
577,5,1504,Exquisite Haven,1,16200,4,2
578,4,1505,Grand Lodge,1,16000,7,14
579,4,1506,Luxury Villa Haven,1,6900,1,3
580,1,1508,City Loft Retreat,1,15000,1,145
581,2,1509,Balance Inn,1,48800,4,8
582,4,1510,Serene GuestHouse,1,9600,1,10
583,1,1512,Moonlight Boutique Residence,1,6300,6,144
584,2,1514,Deluxe Retreat,1,13400,2,5
585,2,1516,Amuse Cottage,1,41500,6,7
586,3,1517,City Loft House,1,53500,7,26
587,2,1518,Grand Haven,1,21500,2,2
588,1,1519,Mountain Retreat Hotel,1,8300,3,51
589,4,1520,Exalted Lodge,1,21900,3,5
590,5,1521,Mirage House,1,16800,6,5
591,5,1523,Cozy Retreat,1,9400,1,2
592,3,1524,Balance House,1,9000,3,16
593,3,1525,Homely Inn,1,17500,7,13
594,1,1526,Mirage Hotel,1,6500,6,140
595,4,1527,Moonlight Inn,1,24600,5,2
596,2,1528,Beach House Haven,1,7900,5,3
597,4,1532,Serene Haven,1,6200,5,2
598,3,1533,Cozy Retreat,1,9500,2,14
599,1,1535,Refresh Lodge,1,64300,7,92
600,1,1536,Exalted Lodge,1,8300,7,87
601,5,1542,Balance Lodge,1,6500,5,5
602,1,1543,Balance Boutique Hotel,1,22800,3,84
603,1,1546,Refresh Hotel,1,6900,7,127
604,5,1548,Grand Hideaway,1,64000,3,2
605,2,1549,Cozy House,1,23600,6,9
606,1,1555,Charming Boutique Residence,1,38900,5,143
607,4,1557,Mountain Retreat Inn,1,32600,5,3
608,1,1558,City Loft Boutique Residence,1,5800,2,140
609,2,1559,Rustic Retreat,1,7500,5,11
610,4,1561,Beach House GuestHouse,1,19100,2,2
611,2,1562,City Loft Manor,1,36600,4,5
612,5,1566,Modern Cottage,1,45300,1,10
613,3,1569,Amuse Manor,1,17300,5,19
614,4,1570,Mirage House,1,9100,4,2
615,4,1571,Amuse Manor,1,42700,5,3
616,4,1572,Mirage Haven,1,39800,7,10
617,4,1573,Mirage Manor,1,7500,7,12
618,4,1574,Deluxe Cottage,1,9700,7,6
619,4,1577,Amuse Hideaway,1,5600,6,5
620,4,1578,Charming Cottage,1,38600,7,5
621,1,1580,Mountain Retreat Boutique Suites,1,6700,6,53
622,3,1583,Balance House,1,62400,5,14
623,3,1584,Homely Retreat,0,46100,4,17
624,2,1587,Deluxe Inn,1,5700,2,6
625,2,1588,Deluxe Lodge,1,40100,6,7
626,4,1589,Amuse Haven,1,47300,6,3
627,4,1590,Cozy Haven,1,61500,2,13
628,4,1594,Exquisite Haven,1,45800,3,14
629,1,1597,Cozy Oasis,1,24300,5,113
630,3,1600,Luxury Villa Cottage,1,6900,4,29
631,1,1601,Moonlight Lodge,1,7000,4,82
632,4,1602,Cozy Cottage,1,9100,6,3
633,3,1605,Exalted Hideaway,1,64200,3,10
634,2,1609,Luxury Villa Manor,1,61700,4,10
635,2,1610,City Loft Hideaway,1,9300,1,9
636,3,1612,City Loft Hideaway,1,17800,2,25
637,2,1616,Homely House,1,17000,2,13
638,2,1617,Luxury Villa Retreat,1,40000,6,6
639,1,1620,Beach House Lodge,1,6400,4,158
640,3,1621,Homely Manor,1,7400,5,27
641,4,1622,Luxury Villa House,1,5000,1,7
642,5,1623,Modern House,1,12900,7,6
643,5,1624,Rustic Cottage,1,24300,1,11
644,3,1625,Exquisite Manor,1,12000,1,22
645,4,1626,City Loft Cottage,1,34700,1,12
646,1,1629,Modern Hotel,0,39400,1,157
647,4,1635,Refresh Hideaway,1,55600,3,4
648,2,1637,Mountain Retreat Hideaway,1,11900,3,12
649,2,1644,Luxury Villa Haven,1,19300,1,14
650,4,1646,Refresh GuestHouse,1,33500,5,6
651,3,1650,Moonlight Hideaway,1,46600,7,19
652,3,1653,City Loft Manor,1,7000,6,13
653,2,1656,Grand GuestHouse,1,11700,3,13
654,1,1660,Grand Boutique Residence,1,30000,5,65
655,1,1661,Beach House Boutique Suites,1,22900,4,91
656,4,1665,Charming Manor,1,5000,4,10
657,1,1670,Charming Retreat,1,6900,2,119
658,1,1672,Refresh Boutique Hotel,1,23000,2,160
659,1,1673,Grand Hotel,1,6200,7,151
660,1,1674,Rustic Boutique Suites,1,17300,6,102
661,4,1675,Exquisite Inn,1,18400,7,8
662,4,1676,Cozy Lodge,1,28800,3,14
663,1,1677,Mountain Retreat Boutique Hotel,1,7500,1,75
664,3,1678,Cozy Cottage,1,40700,6,15
665,1,1680,Deluxe Boutique Suites,1,8600,7,137
666,2,1681,Luxury Villa Inn,1,8400,3,2
667,1,1683,Homely Boutique Residence,0,7500,5,128
668,2,1684,Rustic Retreat,1,9400,7,7
669,4,1685,Moonlight Hideaway,1,5100,7,8
670,3,1687,Refresh Retreat,1,13800,3,12
671,2,1688,Luxury Villa Lodge,1,26600,1,3
672,1,1692,Cosy Lodge,1,5300,2,89
673,1,1695,Mountain Retreat Boutique Residence,1,5200,7,114
674,4,1700,Exalted Lodge,1,23100,6,8
675,4,1702,Cosy Inn,0,41300,1,10
676,2,1704,Charming House,1,24600,2,11
677,2,1707,Charming Hideaway,1,27500,2,12
678,1,1712,Moonlight Boutique Suites,1,26300,6,74
679,5,1713,Deluxe Cottage,1,13200,4,9
680,4,1719,Beach House Inn,1,6100,2,10
681,3,1725,Rustic Inn,1,51700,2,19
682,4,1727,Serene Cottage,1,8600,1,10
683,5,1728,Modern Hideaway,1,5100,1,2
684,3,1729,Moonlight Hideaway,1,6700,6,10
685,1,1730,Cozy Resort,1,14500,1,95
686,1,1731,Balance Retreat,1,11300,6,81
687,2,1735,Rustic Haven,1,5800,4,5
688,5,1736,Rustic Hideaway,0,23200,4,5
689,3,1739,Grand Cottage,1,8800,5,18
690,2,1740,Deluxe Retreat,1,38200,1,10
691,1,1741,Luxury Villa Resort,1,6700,7,105
692,4,1746,Amuse Manor,1,33100,4,7
693,4,1748,City Loft Haven,1,15400,1,3
694,1,1749,Amuse Suites,1,14200,2,139
695,4,1750,Grand Retreat,1,10000,4,13
696,2,1751,Grand GuestHouse,1,12300,3,7
697,3,1752,Refresh Hideaway,1,6200,5,30
698,4,1754,Mirage House,1,22800,3,8
699,4,1758,Beach House Haven,0,7200,5,12
700,2,1760,Beach House Haven,1,38200,7,4
701,5,1762,Cosy Lodge,1,6100,5,11
702,2,1771,Exalted Inn,1,18800,7,9
703,1,1772,Beach House Lodge,1,16900,3,126
704,1,1773,Mountain Retreat Lodge,1,7500,7,142
705,1,1774,Balance Lodge,1,52900,5,101
706,5,1776,Luxury Villa House,1,55400,6,9
707,4,1779,Exquisite Inn,1,13500,5,13
708,1,1781,Charming Lodge,1,12800,3,102
709,4,1783,Amuse Manor,0,48700,2,8
710,3,1784,Homely Haven,1,39800,2,22
711,2,1789,Homely Inn,1,23300,5,9
712,1,1791,Serene Boutique Suites,1,5700,5,111
713,5,1792,Homely Haven,1,9000,6,2
714,1,1794,Serene Boutique Hotel,1,21200,4,99
715,3,1795,Mirage Retreat,1,18700,3,23
716,2,1798,Deluxe House,1,61800,3,3
717,4,1799,Luxury Villa Cottage,1,8300,2,4
718,1,1800,Moonlight Boutique Residence,1,9300,5,54
719,2,1801,Cosy Inn,1,16100,4,12
720,2,1803,Balance Cottage,1,63800,3,13
721,1,1808,Cozy Lodge,1,20300,2,127
722,4,1810,Grand GuestHouse,1,11600,2,14
723,4,1811,Cosy Haven,1,5800,2,3
724,4,1813,Beach House Haven,1,40300,3,9
725,2,1814,Cozy Inn,1,8300,7,4
726,1,1817,Charming Hotel,1,14500,1,102
727,2,1818,Balance Inn,1,43000,7,6
728,4,1147,Mirage Hideaway,1,53900,1,12
729,2,1152,Luxury Villa Cottage,1,53800,5,4
730,5,1153,Exquisite Inn,1,39700,4,4
731,5,1157,Deluxe House,1,46400,4,3
732,3,1159,Amuse House,1,40000,2,11
733,1,1171,Cozy Hotel,1,8400,4,143
734,4,1173,Balance Manor,1,9100,2,3
735,1,1179,Balance Oasis,1,16100,4,160
736,4,1180,Cozy Cottage,1,17400,1,5
737,3,1183,Exquisite Inn,1,23900,7,12
738,5,1184,Charming Manor,1,8700,4,5
739,1,1185,Luxury Villa Retreat,1,7600,4,145
740,4,1186,Modern Lodge,1,27400,1,11
741,1,1187,City Loft Resort,1,49700,6,159
742,4,1188,Homely Inn,1,9300,3,13
743,1,1189,Luxury Villa Hotel,1,10100,2,101
744,1,1190,Refresh Boutique Hotel,1,46600,5,55
745,5,1192,City Loft Lodge,1,40900,4,6
746,3,1196,Luxury Villa Lodge,1,18300,5,13
747,4,1197,Homely Manor,1,17500,4,6
748,1,1198,Exalted Lodge,1,20300,6,115
749,2,1199,Exalted Retreat,1,22400,4,13
750,4,1200,Mirage Retreat,1,63100,5,10
751,1,1202,Grand Boutique Residence,1,6400,4,90
752,4,1203,Deluxe Inn,1,37500,1,6
753,3,1205,Exalted Hideaway,1,27300,2,28
754,1,1206,Serene Lodge,1,35800,4,146
755,2,1207,Rustic GuestHouse,1,6200,2,9
756,1,1210,Mirage Suites,1,7400,1,64
757,1,1214,Homely Hotel,1,5400,4,50
758,4,1216,Beach House Lodge,1,10400,2,10
759,3,1218,Modern Hideaway,1,27200,4,11
760,1,1219,Refresh Oasis,1,52500,7,65
761,2,1220,Balance Cottage,1,7200,3,10
762,5,1221,Serene Haven,1,22500,5,2
763,2,1222,Exquisite Cottage,1,27200,5,14
764,1,1223,Modern Retreat,1,30500,1,107
765,3,1225,Beach House Lodge,1,19200,3,14
766,1,1228,Mirage Residence,1,44400,4,86
767,4,1230,Amuse Haven,1,47400,1,11
768,3,1232,Serene Cottage,1,35400,7,12
769,4,1233,Modern GuestHouse,1,28000,1,13
770,2,1234,City Loft Hideaway,1,25500,2,14
771,1,1236,Moonlight Resort,1,5100,6,67
772,4,1237,Beach House Haven,1,10900,2,13
773,2,1238,Beach House Manor,1,11700,4,5
774,1,1240,Cosy Boutique Residence,1,25200,1,143
775,1,1241,Mirage Suites,1,55600,5,156
776,3,1244,Deluxe Lodge,1,6400,1,15
777,1,1246,Modern Lodge,1,25900,5,62
778,1,1251,Luxury Villa Suites,1,9800,2,120
779,2,1256,Deluxe Haven,1,9700,3,6
780,2,1261,Exquisite Haven,1,57400,2,11
781,2,1263,Moonlight Cottage,1,28300,5,5
782,4,1264,City Loft Haven,1,8300,3,4
783,4,1266,Cozy Hideaway,1,49800,2,2
784,4,1276,Exalted Haven,1,6300,4,5
785,2,1278,Exquisite House,1,41500,6,9
786,4,1280,Cozy Cottage,1,40000,3,4
787,1,1283,City Loft Hotel,1,58800,3,88
788,4,1289,Mirage Cottage,1,27600,5,8
789,1,1290,City Loft Retreat,1,9200,1,73
790,4,1294,Luxury Villa House,1,25400,7,5
791,1,1296,Exalted Residence,1,46900,5,105
792,5,1298,Rustic Hideaway,1,57500,1,3
793,1,1300,Amuse Residence,1,7700,1,61
794,2,1301,Rustic Cottage,1,10400,3,12
795,4,1302,Grand Manor,1,20000,1,9
796,4,1304,Mountain Retreat House,1,63700,6,12
797,2,1305,Beach House Lodge,1,63400,1,5
798,4,1307,Rustic Inn,1,13600,4,3
799,5,1309,Mirage Manor,1,7900,6,6
800,3,1310,Cozy House,1,62600,5,25
801,1,1823,Exquisite Lodge,1,33300,1,76
802,4,1825,Exalted Hideaway,1,27000,1,9
803,1,1828,Charming Retreat,1,17100,2,129
804,3,1829,Exalted Haven,1,5800,1,14
805,1,1831,Exalted Hotel,1,33900,2,97
806,2,1832,Moonlight Cottage,1,7200,2,3
807,1,1834,Beach House Lodge,1,6600,3,60
808,2,1835,Exalted Cottage,1,54300,4,14
809,1,1836,Deluxe Lodge,1,10300,1,156
810,3,1841,Grand House,1,8900,5,10
811,5,1842,Modern Inn,1,6500,6,4
812,1,1849,Deluxe Suites,1,5800,4,134
813,4,1852,Cozy Retreat,1,26200,6,10
814,1,1853,Cosy Lodge,1,6600,2,60
815,3,1854,Cozy Inn,1,10600,1,20
816,2,1856,Deluxe Retreat,1,8900,4,10
817,3,1858,Charming Manor,1,5500,4,11
818,4,1860,City Loft Inn,1,9700,6,13
819,2,1861,Grand Lodge,1,55300,1,5
820,5,1863,Charming House,1,6500,7,12
821,4,1865,Serene GuestHouse,1,9300,4,3
822,5,1867,Modern Haven,1,7600,2,8
823,4,1869,Luxury Villa Manor,1,18200,7,11
824,1,1872,Mountain Retreat Hotel,1,9400,5,117
825,1,1873,Amuse Residence,1,59400,1,123
826,4,1877,Deluxe Manor,1,8000,7,8
827,1,1878,Luxury Villa Hotel,1,26800,3,97
828,3,1882,Deluxe Inn,1,8500,5,24
829,4,1885,Luxury Villa GuestHouse,1,48500,7,7
830,2,1886,City Loft Hideaway,1,62200,6,7
831,3,1889,Mountain Retreat Manor,1,26500,4,24
832,1,1890,Charming Residence,1,9300,5,159
833,5,1892,Grand Hideaway,1,9300,3,12
834,3,1893,Luxury Villa Lodge,1,13700,5,20
835,4,1894,Beach House Inn,1,7100,2,2
836,1,1896,Amuse Boutique Suites,1,12500,2,75
837,2,1897,City Loft Manor,1,5700,4,7
838,2,1900,Cozy Inn,1,8800,6,2
839,3,1901,Mirage House,1,56000,7,22
840,2,1905,Modern Cottage,1,22300,1,10
841,1,1906,Rustic Residence,0,49700,5,98
842,1,1909,Modern Lodge,1,28400,7,143
843,2,1911,Exalted Cottage,1,10900,4,5
844,3,1915,Mirage Inn,1,19700,6,20
845,2,1919,Amuse Inn,1,9100,6,6
846,5,1924,Modern Cottage,1,31100,7,8
847,4,1925,Modern Manor,0,24600,4,9
848,5,1926,Refresh Retreat,1,5800,4,8
849,1,1927,Serene Boutique Hotel,1,25600,7,143
850,3,1928,Exquisite Manor,1,17100,5,25
851,2,1933,Amuse Hideaway,1,55700,1,14
852,2,1934,Refresh Manor,1,5300,7,10
853,2,1935,Cozy Manor,1,8400,1,5
854,4,1936,Exalted Inn,1,51000,3,4
855,1,1938,Moonlight Hotel,1,7000,2,122
856,1,1940,Exalted Lodge,1,8000,2,136
857,4,1941,Mirage Manor,1,5700,2,13
858,2,1943,Charming Lodge,1,10500,3,12
859,5,1946,Cozy GuestHouse,1,23400,2,2
860,3,1951,Beach House Inn,1,63200,5,11
861,4,1955,Charming Manor,1,40200,1,9
862,1,1960,Charming Boutique Suites,1,17700,5,96
863,2,1963,Luxury Villa Hideaway,1,29200,3,3
864,4,1964,Beach House House,1,7900,4,14
865,4,1966,Balance Inn,1,24600,2,2
866,4,1968,Exalted Retreat,1,5200,7,8
867,4,1972,Mirage Haven,1,31400,2,9
868,4,1976,Amuse Haven,1,13400,1,7
869,1,1978,Grand Resort,1,19200,7,124
870,2,1982,Deluxe Manor,1,13600,4,5
871,1,1989,City Loft Residence,1,7500,7,101
872,2,1991,Charming Lodge,1,8700,3,3
873,1,1993,Charming Boutique Residence,1,17200,4,100
874,1,1994,Exquisite Residence,1,51100,3,91
875,4,1998,Mountain Retreat House,1,58600,2,4
876,1,1999,Cosy Boutique Suites,1,13600,1,147
877,5,2000,Cozy Inn,1,61400,6,13
878,4,7003,Deluxe Manor,1,7800,5,8
879,1,7004,Exquisite Boutique Suites,1,12700,4,105
880,5,7005,Beach House House,1,17000,5,2
881,4,7006,Amuse GuestHouse,1,41100,2,7
882,2,7008,Refresh House,1,16300,1,9
883,1,7012,Cosy Lodge,1,32900,3,83
884,4,7014,Cosy Retreat,1,53300,3,13
885,2,7017,Charming Hideaway,1,10000,4,12
886,2,7018,Amuse Lodge,1,14100,5,8
887,4,7021,Luxury Villa Inn,1,7700,7,8
888,5,7022,Amuse GuestHouse,1,23500,4,2
889,4,7023,Homely House,1,18800,7,8
890,3,7028,City Loft Hideaway,1,13000,3,11
891,2,7029,Moonlight Inn,1,8200,2,6
892,1,7033,Exquisite Retreat,1,52200,1,113
893,2,7034,Grand Haven,1,31400,3,6
894,4,7036,Luxury Villa Hideaway,1,19600,3,8
895,5,7037,Beach House Cottage,1,22200,5,7
896,1,7039,Cozy Boutique Residence,1,39200,5,131
897,4,7040,Grand Haven,1,31000,6,12
898,1,7041,Grand Lodge,1,5100,6,132
899,2,7042,Balance Cottage,1,8600,1,7
900,1,7043,Cozy Hotel,1,8300,6,83
901,4,7044,Mountain Retreat Hideaway,1,48300,1,8
902,1,7047,Homely Residence,1,42600,1,123
903,5,7049,Refresh Manor,1,40800,4,5
904,1,7051,Cosy Lodge,1,41300,7,145
905,1,7054,Exquisite Retreat,1,10100,5,59
906,4,7056,Refresh House,1,6800,2,7
907,4,7057,Rustic House,1,22000,1,13
908,5,7058,Exalted GuestHouse,1,42700,4,3
909,3,7062,Beach House Cottage,1,8800,4,28
910,3,7063,Charming Manor,1,46200,7,24
911,1,7064,Balance Boutique Suites,1,11700,5,133
912,1,7066,Homely Residence,1,51000,2,158
913,1,7067,Exquisite Retreat,1,15700,3,143
914,1,7068,Homely Boutique Hotel,0,46400,1,65
915,4,7069,Modern Hideaway,1,10700,1,9
916,1,7075,Serene Lodge,1,45500,5,58
917,1,7076,Luxury Villa Lodge,0,19700,6,129
918,1,7079,Exquisite Lodge,1,53600,3,108
919,2,7081,Luxury Villa Inn,1,57100,4,7
920,4,7084,Grand Haven,1,6500,4,8
921,2,7087,Grand Retreat,1,32300,2,13
922,1,7089,Cozy Lodge,1,11100,1,122
923,1,7090,Exalted Lodge,1,8000,2,156
924,2,7091,Rustic Retreat,1,30500,7,5
925,3,7092,Cozy Inn,1,63700,5,17
926,1,7093,Exquisite Boutique Residence,1,7300,3,51
927,4,7095,Cosy House,1,25800,4,7
928,1,7098,Charming Lodge,1,44200,1,91
929,1,7099,Refresh Residence,1,35500,4,54
930,2,7100,Rustic Retreat,1,23200,2,13
931,3,7102,Cosy GuestHouse,1,17600,2,15
932,1,7103,Deluxe Boutique Suites,1,26600,2,70
933,2,7104,Mountain Retreat Inn,0,27200,7,14
934,2,7105,Exquisite Inn,1,57100,4,9
935,1,7107,Mountain Retreat Retreat,1,7100,4,72
936,1,7113,Rustic Oasis,1,33700,6,135
937,1,7115,Deluxe Boutique Hotel,1,39000,1,98
938,4,7117,Modern Hideaway,1,55400,3,13
939,4,7121,Cosy Inn,1,28700,2,3
940,4,7124,Modern Hideaway,1,7400,4,2
941,4,7126,City Loft Manor,1,29800,4,12
942,5,7127,Charming Manor,1,28800,3,11
943,1,7128,Mirage Retreat,1,5300,4,145
944,4,7130,Beach House Cottage,1,7300,5,2
945,1,7135,City Loft Residence,1,59400,4,76
946,4,7137,Cosy Lodge,1,9400,2,14
947,3,7138,Mirage Hideaway,1,21400,5,13
948,1,7141,Exquisite Hotel,1,49700,6,82
949,2,7142,Charming Cottage,1,61500,3,3
950,3,7143,Moonlight Lodge,1,6700,4,16
951,2,7145,Exalted Manor,1,7300,4,7
952,4,7146,Mirage Inn,1,26600,5,9
953,1,7148,Exalted Lodge,1,61600,7,98
954,3,7149,Mirage GuestHouse,1,9100,1,28
955,3,7154,Refresh Retreat,1,6500,1,17
956,1,7157,Beach House Boutique Residence,1,7200,1,150
957,3,7160,Refresh House,1,64400,4,21
958,2,7164,Balance Hideaway,1,10800,4,14
959,3,7166,Serene Inn,1,11100,7,16
960,1,7167,Deluxe Residence,1,39200,2,88
961,1,7175,Mirage Boutique Hotel,0,8400,5,148
962,3,7176,Balance Retreat,1,15200,5,13
963,1,7180,Homely Boutique Suites,1,7500,1,131
964,2,7182,Exalted GuestHouse,1,11900,4,12
965,1,7183,Modern Suites,1,7400,3,81
966,1,7184,Mirage Oasis,1,51100,6,65
967,2,7186,Balance Lodge,1,10600,7,9
968,5,7187,Moonlight Manor,1,58500,7,10
969,2,7189,Balance Retreat,1,47000,1,11
970,2,7191,Homely GuestHouse,1,19000,5,11
971,4,7192,Charming Manor,1,24400,5,6
972,3,7193,Rustic House,1,49700,3,28
973,4,7197,Exquisite Hideaway,1,40000,3,3
974,5,7200,Beach House Lodge,1,7900,5,13
975,4,7202,Exquisite Hideaway,1,19600,6,2
976,4,7205,Moonlight Lodge,1,15300,4,7
977,2,7206,Luxury Villa Inn,1,8400,7,8
978,2,7207,Rustic Manor,1,51700,2,5
979,2,7210,Grand Inn,1,26600,2,14
980,2,7211,Rustic Manor,1,56700,3,9
981,5,7218,Modern GuestHouse,1,5200,5,13
982,1,7221,Rustic Resort,1,7000,6,109
983,4,7222,Homely Inn,1,20600,6,14
984,2,7226,Exquisite Lodge,1,5400,5,9
985,1,7227,Amuse Boutique Residence,1,31000,3,139
986,4,7229,Balance Hideaway,1,5800,1,2
987,3,7232,Modern Hideaway,1,56700,5,29
988,1,7233,Grand Resort,1,24200,1,95
989,5,7234,Serene House,1,20200,7,14
990,4,7235,Deluxe House,1,27300,1,4
991,4,7236,Cozy Retreat,1,9200,3,5
992,1,7238,Charming Oasis,1,19800,2,118
993,4,7239,Charming Lodge,1,6400,1,2
994,1,7241,Serene Residence,1,10400,4,63
995,4,7242,Modern Haven,1,26300,6,12
996,1,7245,Rustic Lodge,1,59300,2,59
997,1,7247,Cozy Boutique Hotel,1,32300,4,138
998,4,7250,Serene Lodge,1,57200,5,6
999,4,7251,Beach House Haven,1,24700,2,9
1000,5,7252,Exalted Retreat,1,5800,2,2
1001,1,7253,Homely Suites,1,5900,7,114
1002,2,7254,Mountain Retreat Inn,1,23700,3,9
1003,1,7256,Cozy Boutique Residence,1,6600,4,125
1004,1,7257,Beach House Retreat,1,5300,5,51
1005,4,7260,Cozy House,1,7600,4,4
1006,5,7261,Charming Inn,1,5300,4,10
1007,4,7263,Refresh Hideaway,1,10800,6,7
1008,3,7264,Balance House,1,5200,4,10
1009,1,7266,Mirage Oasis,1,22200,7,72
1010,2,7268,Exquisite Haven,1,29000,1,7
1011,1,7269,Balance Boutique Residence,1,24300,3,98
1012,5,7270,Balance Cottage,1,13000,6,6
1013,4,7271,Deluxe GuestHouse,1,36400,2,3
1014,5,7274,Exquisite Retreat,1,23200,7,2
1015,2,7275,Mountain Retreat Retreat,1,13900,4,14
1016,4,7276,Mirage House,1,5500,7,12
1017,3,7280,Homely Haven,1,53300,2,20
1018,1,7283,Beach House Lodge,1,20000,3,94
1019,4,7284,Cosy Retreat,1,10000,1,10
1020,2,7285,Cozy House,1,15000,5,14
1021,4,7286,Rustic Manor,0,9400,5,14
1022,3,7287,Deluxe Haven,1,60100,1,24
1023,5,7288,Homely Inn,1,17500,4,5
1024,4,7290,Modern Inn,1,51800,7,2
1025,5,7293,Homely Cottage,1,16900,5,10
1026,4,7294,Moonlight Lodge,1,5200,5,14
1027,1,7296,Beach House Suites,1,42200,3,130
1028,3,7299,Rustic Inn,1,31800,6,18
1029,1,7300,Homely Oasis,1,9500,3,72
1030,3,7301,Balance GuestHouse,1,29900,4,30
1031,3,7302,Exalted Retreat,1,49600,7,17
1032,3,7303,Moonlight Inn,1,46400,7,15
1033,1,7306,City Loft Retreat,1,48500,7,117
1034,1,7470,Modern Residence,1,29900,2,146
1035,5,7473,Refresh Retreat,1,34200,1,12
1036,1,7476,Exquisite Lodge,1,28100,5,137
1037,5,7477,Modern Haven,1,10300,5,2
1038,4,7480,Serene Inn,1,47600,2,3
1039,2,7484,Serene House,1,30600,5,14
1040,1,7488,Charming Boutique Residence,1,61100,5,127
1041,4,7489,Modern Retreat,1,52200,5,13
1042,2,7490,Mountain Retreat Retreat,1,44800,5,2
1043,2,7491,Refresh Manor,1,51200,3,4
1044,3,7493,Luxury Villa Hideaway,1,7600,1,26
1045,1,7496,Exalted Lodge,1,20900,3,68
1046,1,7497,Grand Lodge,1,9900,2,137
1047,2,7498,Grand Manor,1,43700,6,10
1048,5,7499,Cosy House,1,47300,2,8
1049,4,8001,Homely Retreat,1,9000,5,4
1050,5,8003,Cozy Retreat,1,49300,4,9
1051,1,8008,Grand Boutique Hotel,1,57400,3,91
1052,1,8009,Grand Boutique Suites,1,6600,3,70
1053,1,8020,Moonlight Hotel,1,52700,1,146
1054,4,8025,Deluxe Haven,1,41500,1,5
1055,1,8027,Grand Boutique Residence,1,6200,7,89
1056,1,8029,Deluxe Boutique Suites,1,16200,7,141
1057,4,8030,Mirage House,1,49800,3,3
1058,1,8032,Exalted Lodge,1,20500,2,78
1059,2,8033,Amuse Lodge,1,30500,1,10
1060,1,8034,Mountain Retreat Oasis,1,31400,2,86
1061,2,8035,Charming Cottage,1,6900,3,5
1062,1,8036,Homely Boutique Residence,1,53800,5,54
1063,1,8037,Amuse Boutique Hotel,1,12800,6,154
1064,2,8038,Beach House Inn,1,9400,2,9
1065,2,8041,Mountain Retreat Hideaway,1,8100,2,7
1066,4,8042,Charming GuestHouse,1,47200,1,13
1067,3,8044,Mountain Retreat Lodge,1,8900,6,20
1068,3,8045,Exquisite Hideaway,1,46900,7,17
1069,5,8047,Cozy Haven,1,8100,7,7
1070,2,8048,City Loft House,1,5300,4,11
1071,4,8050,Rustic Inn,1,27200,2,10
1072,2,8052,Luxury Villa Haven,1,5000,7,3
1073,1,8056,Modern Retreat,1,9900,2,120
1074,3,8057,Mountain Retreat Inn,1,7900,3,11
1075,4,8058,Moonlight Haven,1,59400,5,4
1076,1,8061,Mirage Hotel,1,20500,2,156
1077,1,8062,Exalted Lodge,1,14700,5,110
1078,5,8063,Charming Inn,1,42700,3,12
1079,3,8066,Balance Manor,1,32000,4,11
1080,4,8070,Moonlight GuestHouse,1,8800,1,12
1081,4,8072,Homely Hideaway,1,5000,3,8
1082,1,8073,Amuse Boutique Suites,1,6000,3,56
1083,1,8074,Deluxe Boutique Hotel,1,22300,4,60
1084,1,8076,Rustic Oasis,1,21700,7,56
1085,5,8079,Cozy Inn,1,57200,4,8
1086,2,8083,Rustic Retreat,1,56800,6,8
1087,1,8085,Cozy Lodge,1,61200,2,93
1088,1,8094,Moonlight Boutique Suites,1,43500,5,115
1089,2,8095,Moonlight Inn,1,46300,2,10
1090,4,8098,Homely Haven,1,9700,3,4
1091,1,8099,Cozy Suites,1,6500,3,155
1092,1,8100,Exquisite Boutique Residence,1,6400,4,120
1093,3,8103,Exalted Inn,1,9100,3,15
1094,3,8104,Balance GuestHouse,0,59400,1,26
1095,2,8105,Serene Manor,1,27200,2,4
1096,5,8108,Grand GuestHouse,1,52300,5,3
1097,3,8109,Mountain Retreat Cottage,1,42800,2,11
1098,1,8110,Refresh Boutique Hotel,1,16900,4,91
1099,5,8114,Luxury Villa House,1,7400,2,11
1100,3,8115,Charming House,1,30700,6,14
1101,4,8116,Exquisite Lodge,1,32800,5,11
1102,3,8121,Mountain Retreat Retreat,1,21900,4,19
1103,2,8122,Amuse Inn,1,60200,4,5
1104,4,8123,Mirage Cottage,1,8000,4,5
1105,3,8124,Deluxe Cottage,1,17700,2,27
1106,1,8125,Modern Residence,1,5600,1,117
1107,1,8128,Charming Oasis,1,35800,6,100
1108,5,8131,Grand Inn,1,37200,3,9
1109,3,8132,Refresh Retreat,1,34500,6,17
1110,4,8135,Homely Lodge,1,6900,5,14
1111,2,8138,Modern Lodge,1,9200,6,10
1112,2,8141,Charming Hideaway,1,31000,2,10
1113,2,8143,Charming Retreat,1,34900,3,9
1114,4,8146,Cozy Haven,1,5300,6,11
1115,2,8147,Moonlight House,1,10600,4,10
1116,4,8148,Beach House Hideaway,1,14800,7,3
1117,4,8149,Serene Cottage,1,49700,5,2
1118,2,8158,Deluxe Inn,1,5800,3,6
1119,4,8160,Beach House House,1,21900,7,5
1120,4,8161,Refresh Retreat,1,7800,2,14
1121,4,8163,Exquisite Hideaway,1,7300,4,11
1122,4,8165,Deluxe Lodge,1,31700,4,14
